"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","weekdays_num"
2007-03-03,"00:32:00",0.5325,0,243.74,1,0,0,0,6
2007-03-03,"00:33:00",0.5326,0,244.5,1,0,0,0,6
2007-03-03,"00:34:00",0.53265,0,243.98,1,0,0,0,6
2007-03-03,"00:35:00",0.226,0,243.79,1,0,0,0,6
2007-03-03,"00:36:00",0.226,0,243.73,1,0,0,0,6
2007-03-03,"00:37:00",0.5308,0,244.52,1,0,0,0,6
2007-03-03,"00:38:00",0.52895,0,245.46,1,0,0,0,6
2007-03-03,"00:39:00",0.527,0,245.14,1,0,0,0,6
2007-03-03,"00:40:00",0.52495,0,245.68,1,0,0,0,6
2007-03-03,"00:41:00",0.5219,0,245.42,1,0,0,0,6
2007-03-03,"00:42:00",0.51705,0,244.58,1,0,0,0,6
2007-03-03,"00:43:00",0.228,0,244.69,1,0,0,0,6
2007-03-03,"00:44:00",0.5078,0,245.3,1,0,0,0,6
2007-03-03,"00:45:00",0.268,0,244.56,1.2,0,0,0,6
2007-03-03,"00:46:00",0.50425,0.102,243.94,1.2,0,0,0,6
2007-03-03,"00:47:00",0.50345,0.104,244.73,1.2,0,0,0,6
2007-03-03,"00:48:00",0.402,0.214,244.64,1.8,0,0,0,6
2007-03-03,"00:49:00",0.412,0.24,243.88,1.8,0,0,0,6
2007-03-03,"00:50:00",0.408,0.242,244.33,1.8,0,0,0,6
2007-03-03,"00:51:00",0.408,0.246,244.8,1.8,0,0,0,6
2007-03-03,"00:52:00",0.513,0.248,245.15,1.8,0,0,0,6
2007-03-03,"00:53:00",0.402,0.244,244.81,1.8,0,0,0,6
2007-03-03,"00:54:00",0.366,0.2,245.54,1.6,0,0,0,6
2007-03-03,"00:55:00",0.51605,0.142,245.94,1.4,0,0,0,6
2007-03-03,"00:56:00",0.32,0.136,244.79,1.4,0,0,0,6
2007-03-03,"00:57:00",0.322,0.14,245.32,1.4,0,0,0,6
2007-03-03,"00:58:00",0.326,0.138,244.75,1.4,0,0,0,6
2007-03-03,"00:59:00",0.324,0.138,244.52,1.4,0,0,0,6
2007-03-03,"01:00:00",0.5266,0.14,244.95,1.4,0,0,0,6
2007-03-03,"01:01:00",0.529,0.142,245.35,1.4,0,0,0,6
2007-03-03,"01:02:00",0.322,0.14,244.78,1.4,0,0,0,6
2007-03-03,"01:03:00",0.53275,0.09,244.54,1.2,0,0,0,6
2007-03-03,"01:04:00",0.5325,0,245,0.8,0,0,0,6
2007-03-03,"01:05:00",0.5323,0,244.6,0.8,0,0,0,6
2007-03-03,"01:06:00",0.22,0,243.21,0.8,0,0,0,6
2007-03-03,"01:07:00",0.224,0,242.87,1,0,0,0,6
2007-03-03,"01:08:00",0.5321,0,243.04,1,0,0,0,6
2007-03-03,"01:09:00",0.224,0,242.72,1,0,0,0,6
2007-03-03,"01:10:00",0.53205,0,243.35,1,0,0,0,6
2007-03-03,"01:11:00",0.226,0,244.04,1,0,0,0,6
2007-03-03,"01:12:00",0.5319,0,244.96,1,0,0,0,6
2007-03-03,"01:13:00",0.5317,0,244.39,0.8,0,0,0,6
2007-03-03,"01:14:00",0.22,0,244.76,0.8,0,0,0,6
2007-03-03,"01:15:00",0.53145,0,243.16,0.8,0,0,0,6
2007-03-03,"01:16:00",0.53135,0,242.43,1,0,0,0,6
2007-03-03,"01:17:00",0.224,0,243.21,1,0,0,0,6
2007-03-03,"01:18:00",0.224,0,243.35,1,0,0,0,6
2007-03-03,"01:19:00",0.224,0,243.28,1,0,0,0,6
2007-03-03,"01:20:00",0.53095,0,244.02,1,0,0,0,6
2007-03-03,"01:21:00",0.53075,0,244.52,0.8,0,0,0,6
2007-03-03,"01:22:00",0.218,0,243.96,0.8,0,0,0,6
2007-03-03,"01:23:00",0.218,0,243.3,0.8,0,0,0,6
2007-03-03,"01:24:00",0.53015,0,242.82,1,0,0,0,6
2007-03-03,"01:25:00",0.52905,0,242.92,1,0,0,0,6
2007-03-03,"01:26:00",0.224,0,242.83,1,0,0,0,6
2007-03-03,"01:27:00",0.326,0,242.28,1.8,0,0,0,6
2007-03-03,"01:28:00",0.5517,0,242.61,5.6,0,0,18,6
2007-03-03,"01:29:00",0.575,0,242.97,5.4,0,0,19,6
2007-03-03,"01:30:00",1.38,0.048,242.31,5.6,0,0,18,6
2007-03-03,"01:31:00",0.62395,0.104,242.23,5.6,0,1,18,6
2007-03-03,"01:32:00",1.39,0.104,242.19,5.6,0,1,19,6
2007-03-03,"01:33:00",1.454,0.168,242.38,6,0,1,18,6
2007-03-03,"01:34:00",1.58,0.346,241.46,6.6,0,2,18,6
2007-03-03,"01:35:00",1.574,0.348,242.24,6.6,0,1,18,6
2007-03-03,"01:36:00",0.76765,0.346,242.12,6.6,0,2,18,6
2007-03-03,"01:37:00",0.79845,0.34,241.12,6.6,0,1,17,6
2007-03-03,"01:38:00",0.829,0.34,241.27,6.4,0,1,18,6
2007-03-03,"01:39:00",1.548,0.342,241.64,6.4,0,2,18,6
2007-03-03,"01:40:00",0.8901,0.342,241.49,6.4,0,1,18,6
2007-03-03,"01:41:00",0.9205,0.338,240.91,6.4,0,2,18,6
2007-03-03,"01:42:00",1.542,0.334,241.59,6.4,0,1,18,6
2007-03-03,"01:43:00",1.476,0.238,241.84,6.2,0,1,18,6
2007-03-03,"01:44:00",1.464,0.236,241.4,6,0,2,18,6
2007-03-03,"01:45:00",1.462,0.236,241.34,6,0,1,17,6
2007-03-03,"01:46:00",1.468,0.238,242.03,6,0,1,18,6
2007-03-03,"01:47:00",1.466,0.238,241.88,6,0,2,18,6
2007-03-03,"01:48:00",1.13625,0.238,242.06,6,0,1,18,6
2007-03-03,"01:49:00",1.452,0.218,242.39,6,0,1,18,6
2007-03-03,"01:50:00",1.19565,0.104,242.24,5.6,0,1,18,6
2007-03-03,"01:51:00",1.22415,0.1,241.31,5.6,0,2,18,6
2007-03-03,"01:52:00",1.25285,0.1,241.35,5.6,0,1,18,6
2007-03-03,"01:53:00",1.372,0.102,241.65,5.6,0,1,18,6
2007-03-03,"01:54:00",1.3104,0.102,241.58,5.6,0,1,18,6
2007-03-03,"01:55:00",1.368,0.1,241.33,5.6,0,2,18,6
2007-03-03,"01:56:00",1.376,0.104,242.13,5.6,0,1,18,6
2007-03-03,"01:57:00",1.39615,0.084,241.66,5.6,0,1,17,6
2007-03-03,"01:58:00",1.282,0,240.7,5.2,0,0,18,6
2007-03-03,"01:59:00",1.44895,0,240.25,5.2,0,0,18,6
2007-03-03,"02:00:00",1.47555,0,241.24,5.2,0,0,18,6
2007-03-03,"02:01:00",1.50255,0,242.32,5.2,0,0,18,6
2007-03-03,"02:02:00",1.29,0,241.38,5.2,0,0,18,6
2007-03-03,"02:03:00",1.5565,0,242.77,5.2,0,0,18,6
2007-03-03,"02:04:00",1.58355,0,242.69,5.2,0,0,18,6
2007-03-03,"02:05:00",1.61045,0,242.36,5.2,0,0,18,6
2007-03-03,"02:06:00",1.308,0,242.85,5.4,0,0,18,6
2007-03-03,"02:07:00",1.66215,0,242.63,5.4,0,0,18,6
2007-03-03,"02:08:00",1.308,0,242.42,5.4,0,0,18,6
2007-03-03,"02:09:00",1.65975,0,241.67,5.4,0,0,18,6
2007-03-03,"02:10:00",1.658,0,242.87,5.4,0,0,18,6
2007-03-03,"02:11:00",1.316,0,243.9,5.4,0,0,18,6
2007-03-03,"02:12:00",1.31,0,243.34,5.4,0,0,18,6
2007-03-03,"02:13:00",1.65045,0,243.44,5.4,0,0,18,6
2007-03-03,"02:14:00",1.308,0,243.13,5.4,0,0,18,6
2007-03-03,"02:15:00",1.314,0,243.76,5.4,0,0,19,6
2007-03-03,"02:16:00",1.306,0,243,5.2,0,0,18,6
2007-03-03,"02:17:00",1.308,0,243.06,5.4,0,0,18,6
2007-03-03,"02:18:00",1.314,0,243.72,5.4,0,0,18,6
2007-03-03,"02:19:00",1.61325,0,243.35,5.4,0,0,18,6
2007-03-03,"02:20:00",1.6115,0.194,241.49,6.2,0,0,18,6
2007-03-03,"02:21:00",1.6102,0.224,242.57,6.2,0,0,18,6
2007-03-03,"02:22:00",1.6003,0.23,243.12,5.2,0,0,13,6
2007-03-03,"02:23:00",1.57355,0.238,243.23,1.8,0,0,0,6
2007-03-03,"02:24:00",1.5469,0.242,244.07,1.8,0,0,0,6
2007-03-03,"02:25:00",0.396,0.24,243.72,1.8,0,0,0,6
2007-03-03,"02:26:00",0.394,0.24,243.72,1.8,0,0,0,6
2007-03-03,"02:27:00",0.39,0.238,243.26,1.8,0,0,0,6
2007-03-03,"02:28:00",1.4396,0.242,243.82,1.8,0,0,0,6
2007-03-03,"02:29:00",0.384,0.236,243.49,1.8,0,0,0,6
2007-03-03,"02:30:00",1.38645,0.13,242.92,1.4,0,0,0,6
2007-03-03,"02:31:00",1.36015,0.13,242.52,1.4,0,0,0,6
2007-03-03,"02:32:00",1.33375,0.13,242.89,1.4,0,0,0,6
2007-03-03,"02:33:00",0.314,0.132,243.36,1.4,0,0,0,6
2007-03-03,"02:34:00",0.314,0.132,243.22,1.4,0,0,0,6
2007-03-03,"02:35:00",0.314,0.134,243.73,1.4,0,0,0,6
2007-03-03,"02:36:00",0.224,0,243.09,1,0,0,0,6
2007-03-03,"02:37:00",0.218,0,242.53,0.8,0,0,0,6
2007-03-03,"02:38:00",0.218,0,242.78,0.8,0,0,0,6
2007-03-03,"02:39:00",0.218,0,243.12,0.8,0,0,0,6
2007-03-03,"02:40:00",1.1175,0,243.07,0.8,0,0,0,6
2007-03-03,"02:41:00",0.218,0,243.53,0.8,0,0,0,6
2007-03-03,"02:42:00",0.22,0,243.95,0.8,0,0,0,6
2007-03-03,"02:43:00",0.22,0,243.86,0.8,0,0,0,6
2007-03-03,"02:44:00",1.00945,0,242.66,0.8,0,0,0,6
2007-03-03,"02:45:00",0.9824,0,243.14,0.8,0,0,0,6
2007-03-03,"02:46:00",0.95515,0,243.3,0.8,0,0,0,6
2007-03-03,"02:47:00",0.218,0,243.41,0.8,0,0,0,6
2007-03-03,"02:48:00",0.218,0,243.24,0.8,0,0,0,6
2007-03-03,"02:49:00",0.8736,0,244.17,0.8,0,0,0,6
2007-03-03,"02:50:00",0.22,0,244.01,0.8,0,0,0,6
2007-03-03,"02:51:00",0.218,0,242.99,0.8,0,0,0,6
2007-03-03,"02:52:00",0.22,0,243.34,0.8,0,0,0,6
2007-03-03,"02:53:00",0.22,0,244.02,0.8,0,0,0,6
2007-03-03,"02:54:00",0.22,0,243.54,0.8,0,0,0,6
2007-03-03,"02:55:00",0.216,0,241.82,0.8,0,0,0,6
2007-03-03,"02:56:00",0.218,0,243.13,0.8,0,0,0,6
2007-03-03,"02:57:00",0.6553,0,243.05,0.8,0,0,0,6
2007-03-03,"02:58:00",0.216,0,241.77,0.8,0,0,0,6
2007-03-03,"02:59:00",0.216,0,241.48,0.8,0,0,0,6
2007-03-03,"03:00:00",0.216,0,241.54,0.8,0,0,0,6
2007-03-03,"03:01:00",0.216,0,241.35,0.8,0,0,0,6
2007-03-03,"03:02:00",0.5134,0,241.49,0.8,0,0,0,6
2007-03-03,"03:03:00",0.50865,0,241.84,0.8,0,0,0,6
2007-03-03,"03:04:00",0.50415,0,243.05,0.8,0,0,0,6
2007-03-03,"03:05:00",0.4997,0,242.71,0.8,0,0,0,6
2007-03-03,"03:06:00",0.26,0,243.25,1.2,0,0,0,6
2007-03-03,"03:07:00",0.41,0.218,242.41,2,0,0,0,6
2007-03-03,"03:08:00",0.4974,0.234,242.31,1.8,0,0,0,6
2007-03-03,"03:09:00",0.4,0.232,242.06,1.8,0,0,0,6
2007-03-03,"03:10:00",0.4999,0.234,242.3,1.8,0,0,0,6
2007-03-03,"03:11:00",0.502,0.238,243.08,1.8,0,0,0,6
2007-03-03,"03:12:00",0.394,0.232,242.13,1.8,0,0,0,6
2007-03-03,"03:13:00",0.392,0.238,243.17,1.8,0,0,0,6
2007-03-03,"03:14:00",0.5079,0.24,243.49,1.8,0,0,0,6
2007-03-03,"03:15:00",0.382,0.228,242.89,1.8,0,0,0,6
2007-03-03,"03:16:00",0.314,0.126,241.93,1.4,0,0,0,6
2007-03-03,"03:17:00",0.51425,0.124,241.7,1.4,0,0,0,6
2007-03-03,"03:18:00",0.51665,0.126,242.09,1.4,0,0,0,6
2007-03-03,"03:19:00",0.312,0.126,241.8,1.4,0,0,0,6
2007-03-03,"03:20:00",0.314,0.13,242.78,1.4,0,0,0,6
2007-03-03,"03:21:00",0.318,0.132,243.27,1.4,0,0,0,6
2007-03-03,"03:22:00",0.318,0.128,242.23,1.4,0,0,0,6
2007-03-03,"03:23:00",0.26,0,241.38,1.2,0,0,0,6
2007-03-03,"03:24:00",0.5275,0,241.55,1,0,0,0,6
2007-03-03,"03:25:00",0.222,0,241.48,1,0,0,0,6
2007-03-03,"03:26:00",0.222,0,240.72,1,0,0,0,6
2007-03-03,"03:27:00",0.52775,0,242.82,0.8,0,0,0,6
2007-03-03,"03:28:00",0.22,0,243.76,0.8,0,0,0,6
2007-03-03,"03:29:00",0.218,0,243.19,0.8,0,0,0,6
2007-03-03,"03:30:00",0.22,0,243.55,0.8,0,0,0,6
2007-03-03,"03:31:00",0.52775,0,243.26,0.8,0,0,0,6
2007-03-03,"03:32:00",0.5277,0,242.54,0.8,0,0,0,6
2007-03-03,"03:33:00",0.218,0,242.83,0.8,0,0,0,6
2007-03-03,"03:34:00",0.218,0,243.33,0.8,0,0,0,6
2007-03-03,"03:35:00",0.52765,0,242.4,0.8,0,0,0,6
2007-03-03,"03:36:00",0.5277,0,241.11,0.8,0,0,0,6
2007-03-03,"03:37:00",0.224,0,242.56,1,0,0,0,6
2007-03-03,"03:38:00",0.5281,0,242.89,1,0,0,0,6
2007-03-03,"03:39:00",0.224,0,242.64,1,0,0,0,6
2007-03-03,"03:40:00",0.224,0,242.34,1,0,0,0,6
2007-03-03,"03:41:00",0.5287,0,242.68,1,0,0,0,6
2007-03-03,"03:42:00",0.52895,0,243.4,1,0,0,0,6
2007-03-03,"03:43:00",0.52915,0,242.63,1,0,0,0,6
2007-03-03,"03:44:00",0.52935,0,243.69,1,0,0,0,6
2007-03-03,"03:45:00",0.5294,0,243.44,0.8,0,0,0,6
2007-03-03,"03:46:00",0.52835,0,243.24,0.8,0,0,0,6
2007-03-03,"03:47:00",0.5236,0,243.65,0.8,0,0,0,6
2007-03-03,"03:48:00",0.5188,0,244.17,0.8,0,0,0,6
2007-03-03,"03:49:00",0.22,0,243.73,0.8,0,0,0,6
2007-03-03,"03:50:00",0.218,0,243.08,0.8,0,0,0,6
2007-03-03,"03:51:00",0.5054,0,243.14,1,0,0,0,6
2007-03-03,"03:52:00",0.503,0.07,241.87,1.4,0,0,0,6
2007-03-03,"03:53:00",0.366,0.164,241.68,1.8,0,0,0,6
2007-03-03,"03:54:00",0.41,0.23,241.96,1.8,0,0,0,6
2007-03-03,"03:55:00",0.408,0.236,242.96,1.8,0,0,0,6
2007-03-03,"03:56:00",0.50575,0.234,242.5,1.8,0,0,0,6
2007-03-03,"03:57:00",0.402,0.232,242.26,1.8,0,0,0,6
2007-03-03,"03:58:00",0.5101,0.236,242.92,1.8,0,0,0,6
2007-03-03,"03:59:00",0.396,0.232,242.42,1.8,0,0,0,6
2007-03-03,"04:00:00",0.5141,0.228,241.39,1.8,0,0,0,6
2007-03-03,"04:01:00",0.412,0.246,242.58,2,0,0,0,6
2007-03-03,"04:02:00",0.5185,0.256,243.12,1.8,0,1,0,6
2007-03-03,"04:03:00",0.4,0.26,243.65,1.8,0,1,0,6
2007-03-03,"04:04:00",0.4,0.26,243.71,1.8,0,2,0,6
2007-03-03,"04:05:00",0.53085,0.264,244.24,2,0,1,0,6
2007-03-03,"04:06:00",0.404,0.262,243.96,2,0,1,0,6
2007-03-03,"04:07:00",0.404,0.256,242.88,2,0,2,0,6
2007-03-03,"04:08:00",0.54465,0.258,243.47,2,0,1,0,6
2007-03-03,"04:09:00",0.358,0.19,243.32,1.6,0,2,0,6
2007-03-03,"04:10:00",0.55035,0.114,241.96,1.4,0,1,0,6
2007-03-03,"04:11:00",0.308,0.114,242.01,1.4,0,1,0,6
2007-03-03,"04:12:00",0.308,0.114,242.38,1.4,0,2,0,6
2007-03-03,"04:13:00",0.55705,0.114,242.12,1.4,0,1,0,6
2007-03-03,"04:14:00",0.298,0.112,241.62,1.2,0,1,0,6
2007-03-03,"04:15:00",0.56105,0.114,242.45,1.2,0,2,0,6
2007-03-03,"04:16:00",0.563,0.116,242.84,1.2,0,1,0,6
2007-03-03,"04:17:00",0.296,0.114,242.47,1.2,0,2,0,6
2007-03-03,"04:18:00",0.296,0.116,242.75,1.2,0,1,0,6
2007-03-03,"04:19:00",0.56835,0.116,242.94,1.2,0,1,0,6
2007-03-03,"04:20:00",0.5701,0.116,242.94,1.2,0,1,0,6
2007-03-03,"04:21:00",0.5719,0.11,241.51,1.2,0,2,0,6
2007-03-03,"04:22:00",0.3,0.114,242.42,1.2,0,1,0,6
2007-03-03,"04:23:00",0.57565,0.114,242.52,1.2,0,1,0,6
2007-03-03,"04:24:00",0.298,0.116,242.62,1.2,0,1,0,6
2007-03-03,"04:25:00",0.3,0.118,243.01,1.2,0,2,0,6
2007-03-03,"04:26:00",0.5816,0.118,243.28,1.4,0,1,0,6
2007-03-03,"04:27:00",0.5839,0.12,243.62,1.4,0,1,0,6
2007-03-03,"04:28:00",0.292,0.084,242.18,1.2,0,1,0,6
2007-03-03,"04:29:00",0.218,0,242.53,0.8,0,0,0,6
2007-03-03,"04:30:00",0.5856,0,242.22,0.8,0,0,0,6
2007-03-03,"04:31:00",0.216,0,242.31,0.8,0,0,0,6
2007-03-03,"04:32:00",0.218,0,242.8,0.8,0,0,0,6
2007-03-03,"04:33:00",0.57975,0,243.19,0.8,0,0,0,6
2007-03-03,"04:34:00",0.216,0,242.11,0.8,0,0,0,6
2007-03-03,"04:35:00",0.216,0,242.03,0.8,0,0,0,6
2007-03-03,"04:36:00",0.56545,0,242.01,0.8,0,0,0,6
2007-03-03,"04:37:00",0.248,0,241.55,1.2,0,0,0,6
2007-03-03,"04:38:00",0.296,0.092,241.25,1.2,0,0,0,6
2007-03-03,"04:39:00",0.368,0.17,241.23,1.8,0,0,0,6
2007-03-03,"04:40:00",0.55865,0.232,242.49,1.8,0,0,0,6
2007-03-03,"04:41:00",0.402,0.236,243.09,1.8,0,0,0,6
2007-03-03,"04:42:00",0.55835,0.234,242.96,1.8,0,0,0,6
2007-03-03,"04:43:00",0.396,0.236,243.3,1.8,0,0,0,6
2007-03-03,"04:44:00",0.392,0.234,242.64,1.8,0,0,0,6
2007-03-03,"04:45:00",0.55775,0.226,241.46,1.8,0,0,0,6
2007-03-03,"04:46:00",0.386,0.226,241.29,1.8,0,0,0,6
2007-03-03,"04:47:00",0.328,0.144,242.22,1.4,0,0,0,6
2007-03-03,"04:48:00",0.55315,0.128,242.91,1.4,0,0,0,6
2007-03-03,"04:49:00",0.55205,0.126,242.37,1.4,0,0,0,6
2007-03-03,"04:50:00",0.55225,0.132,243.56,1.4,0,0,0,6
2007-03-03,"04:51:00",0.316,0.134,243.91,1.4,0,0,0,6
2007-03-03,"04:52:00",0.55255,0.128,242.71,1.4,0,0,0,6
2007-03-03,"04:53:00",0.312,0.126,242.18,1.4,0,0,0,6
2007-03-03,"04:54:00",0.312,0.126,242.33,1.4,0,0,0,6
2007-03-03,"04:55:00",0.27,0.066,242.73,1.2,0,0,0,6
2007-03-03,"04:56:00",0.218,0,243,0.8,0,0,0,6
2007-03-03,"04:57:00",0.54845,0,243.57,0.8,0,0,0,6
2007-03-03,"04:58:00",0.5465,0,242.88,0.8,0,0,0,6
2007-03-03,"04:59:00",0.5445,0,241.81,0.8,0,0,0,6
2007-03-03,"05:00:00",0.218,0,242.23,0.8,0,0,0,6
2007-03-03,"05:01:00",0.218,0,242.96,0.8,0,0,0,6
2007-03-03,"05:02:00",0.218,0,243.05,0.8,0,0,0,6
2007-03-03,"05:03:00",0.53655,0,242.08,0.8,0,0,0,6
2007-03-03,"05:04:00",0.218,0,242.51,0.8,0,0,0,6
2007-03-03,"05:05:00",0.5325,0,242.4,0.8,0,0,0,6
2007-03-03,"05:06:00",0.5303,0,241.38,0.8,0,0,0,6
2007-03-03,"05:07:00",0.216,0,241.28,0.8,0,0,0,6
2007-03-03,"05:08:00",0.52605,0,242.23,0.8,0,0,0,6
2007-03-03,"05:09:00",0.218,0,242.35,0.8,0,0,0,6
2007-03-03,"05:10:00",0.216,0,241.98,0.8,0,0,0,6
2007-03-03,"05:11:00",0.218,0,242.66,0.8,0,0,0,6
2007-03-03,"05:12:00",0.218,0,242.51,0.8,0,0,0,6
2007-03-03,"05:13:00",0.216,0,241.53,0.8,0,0,0,6
2007-03-03,"05:14:00",0.52605,0,241.86,0.8,0,0,0,6
2007-03-03,"05:15:00",0.5261,0,242.23,0.8,0,0,0,6
2007-03-03,"05:16:00",0.218,0,242.14,0.8,0,0,0,6
2007-03-03,"05:17:00",0.216,0,241.64,0.8,0,0,0,6
2007-03-03,"05:18:00",0.5233,0,242.97,0.8,0,0,0,6
2007-03-03,"05:19:00",0.5196,0,243.21,0.8,0,0,0,6
2007-03-03,"05:20:00",0.218,0,242.85,0.8,0,0,0,6
2007-03-03,"05:21:00",0.218,0,242.55,0.8,0,0,0,6
2007-03-03,"05:22:00",0.50585,0,242.99,0.8,0,0,0,6
2007-03-03,"05:23:00",0.50325,0.07,242.72,1.4,0,0,0,6
2007-03-03,"05:24:00",0.294,0.098,242.7,1.2,0,0,0,6
2007-03-03,"05:25:00",0.49855,0.102,243.92,1.2,0,0,0,6
2007-03-03,"05:26:00",0.4993,0.232,243.61,2,0,0,0,6
2007-03-03,"05:27:00",0.5012,0.236,242.84,1.8,0,0,0,6
2007-03-03,"05:28:00",0.4,0.24,243.57,1.8,0,0,0,6
2007-03-03,"05:29:00",0.4,0.244,244.13,1.8,0,0,0,6
2007-03-03,"05:30:00",0.5074,0.236,242.96,1.8,0,0,0,6
2007-03-03,"05:31:00",0.39,0.232,242.28,1.8,0,0,0,6
2007-03-03,"05:32:00",0.34,0.158,242.45,1.6,0,0,0,6
2007-03-03,"05:33:00",0.5101,0.128,242.34,1.4,0,0,0,6
2007-03-03,"05:34:00",0.314,0.124,241.4,1.4,0,0,0,6
2007-03-03,"05:35:00",0.314,0.124,241.64,1.4,0,0,0,6
2007-03-03,"05:36:00",0.314,0.124,241.78,1.4,0,0,0,6
2007-03-03,"05:37:00",0.314,0.126,242.14,1.4,0,0,0,6
2007-03-03,"05:38:00",0.312,0.126,242.04,1.4,0,0,0,6
2007-03-03,"05:39:00",0.52075,0.128,242.38,1.4,0,0,0,6
2007-03-03,"05:40:00",0.5231,0.128,242.31,1.4,0,0,0,6
2007-03-03,"05:41:00",0.5252,0.11,241.23,1.4,0,0,0,6
2007-03-03,"05:42:00",0.218,0,242.52,0.8,0,0,0,6
2007-03-03,"05:43:00",0.218,0,242.54,0.8,0,0,0,6
2007-03-03,"05:44:00",0.52525,0,243.58,0.8,0,0,0,6
2007-03-03,"05:45:00",0.222,0,244.04,1,0,0,0,6
2007-03-03,"05:46:00",0.52545,0,244.14,0.8,0,0,0,6
2007-03-03,"05:47:00",0.52555,0,243.89,0.8,0,0,0,6
2007-03-03,"05:48:00",0.22,0,242.94,0.8,0,0,0,6
2007-03-03,"05:49:00",0.52565,0,243.9,1,0,0,0,6
2007-03-03,"05:50:00",0.52575,0,243.97,0.8,0,0,0,6
2007-03-03,"05:51:00",0.222,0,242.02,1,0,0,0,6
2007-03-03,"05:52:00",0.52605,0,242.77,1,0,0,0,6
2007-03-03,"05:53:00",0.52635,0,243.99,1,0,0,0,6
2007-03-03,"05:54:00",0.222,0,243.91,0.8,0,0,0,6
2007-03-03,"05:55:00",0.52655,0,244.04,0.8,0,0,0,6
2007-03-03,"05:56:00",0.222,0,244.7,1,0,0,0,6
2007-03-03,"05:57:00",0.224,0,245.49,1,0,0,0,6
2007-03-03,"05:58:00",0.224,0,245.25,1,0,0,0,6
2007-03-03,"05:59:00",0.226,0,244.62,1,0,0,0,6
2007-03-03,"06:00:00",0.228,0,244.51,1,0,0,0,6
2007-03-03,"06:01:00",0.228,0,244.08,1,0,0,0,6
2007-03-03,"06:02:00",0.5279,0,244.57,1,0,0,0,6
2007-03-03,"06:03:00",0.228,0,244.52,1,0,0,0,6
2007-03-03,"06:04:00",0.228,0,244.66,1,0,0,0,6
2007-03-03,"06:05:00",0.52285,0,243.71,1,0,0,0,6
2007-03-03,"06:06:00",0.228,0,244.6,1,0,0,0,6
2007-03-03,"06:07:00",0.228,0,244.39,1,0,0,0,6
2007-03-03,"06:08:00",0.286,0.056,244.02,1.4,0,0,0,6
2007-03-03,"06:09:00",0.50845,0.102,243.52,1.2,0,0,0,6
2007-03-03,"06:10:00",0.5062,0.102,243.71,1.2,0,0,0,6
2007-03-03,"06:11:00",0.50495,0.134,243.54,1.6,0,0,0,6
2007-03-03,"06:12:00",0.41,0.232,242.4,1.8,0,0,0,6
2007-03-03,"06:13:00",0.408,0.236,242.85,1.8,0,0,0,6
2007-03-03,"06:14:00",0.51115,0.232,242.2,1.8,0,0,0,6
