"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","weekdays_num"
2007-06-02,"00:29:00",0.75645,0,241.82,0.6,0,0,0,6
2007-06-02,"00:30:00",0.624,0,241.51,0.6,0,0,1,6
2007-06-02,"00:31:00",0.622,0,241.16,0.6,0,0,1,6
2007-06-02,"00:32:00",0.783,0,241.28,0.6,0,0,0,6
2007-06-02,"00:33:00",0.62,0,241.23,0.6,0,0,1,6
2007-06-02,"00:34:00",0.803,0,241.31,0.6,0,0,0,6
2007-06-02,"00:35:00",0.62,0,241.24,0.6,0,0,1,6
2007-06-02,"00:36:00",0.618,0,240.96,0.6,0,0,1,6
2007-06-02,"00:37:00",0.83285,0,240.31,0.6,0,0,0,6
2007-06-02,"00:38:00",0.616,0,240.67,0.6,0,0,1,6
2007-06-02,"00:39:00",0.616,0,240.79,0.6,0,0,1,6
2007-06-02,"00:40:00",0.86155,0,240.76,0.6,0,0,0,6
2007-06-02,"00:41:00",0.86095,0,240.61,1,0,0,1,6
2007-06-02,"00:42:00",0.282,0.11,240.62,1.2,0,0,1,6
2007-06-02,"00:43:00",0.82815,0.108,240.27,1.2,0,0,0,6
2007-06-02,"00:44:00",0.82375,0.106,239.56,1.2,0,0,1,6
2007-06-02,"00:45:00",0.81535,0.138,239.76,1.4,0,0,1,6
2007-06-02,"00:46:00",0.278,0.244,239.42,2,0,1,0,6
2007-06-02,"00:47:00",0.278,0.33,239.51,2.2,0,1,1,6
2007-06-02,"00:48:00",0.79515,0.33,239.75,2.2,0,2,1,6
2007-06-02,"00:49:00",0.78745,0.332,239.83,2.2,0,1,0,6
2007-06-02,"00:50:00",0.7798,0.33,239.61,2.2,0,2,1,6
2007-06-02,"00:51:00",0.77215,0.33,239.6,2.2,0,1,1,6
2007-06-02,"00:52:00",0.22,0.332,239.82,2.2,0,2,0,6
2007-06-02,"00:53:00",0.22,0.324,240.57,2,0,1,1,6
2007-06-02,"00:54:00",0.218,0.204,241.05,1.6,0,1,1,6
2007-06-02,"00:55:00",0.74,0.202,240.8,1.6,0,2,0,6
2007-06-02,"00:56:00",0.73035,0.202,240.6,1.4,0,1,1,6
2007-06-02,"00:57:00",0.218,0.202,240.57,1.4,0,2,1,6
2007-06-02,"00:58:00",0.216,0.15,240.53,1.2,0,1,0,6
2007-06-02,"00:59:00",0.216,0.1,240.65,1,0,1,1,6
2007-06-02,"01:00:00",0.216,0.1,240.65,1,0,2,1,6
2007-06-02,"01:01:00",0.214,0.102,240.89,1,0,1,0,6
2007-06-02,"01:02:00",0.67075,0.102,241.06,1,0,1,1,6
2007-06-02,"01:03:00",0.246,0.102,241.06,1,0,2,1,6
2007-06-02,"01:04:00",0.64905,0.102,241.08,1,0,1,0,6
2007-06-02,"01:05:00",0.63895,0.102,241.17,1,0,1,1,6
2007-06-02,"01:06:00",0.62885,0.102,241.19,1,0,1,1,6
2007-06-02,"01:07:00",0.292,0.102,241.25,1,0,2,0,6
2007-06-02,"01:08:00",0.6102,0.104,241.78,1,0,1,1,6
2007-06-02,"01:09:00",0.286,0.104,241.93,1,0,1,1,6
2007-06-02,"01:10:00",0.286,0.1,241.05,1,0,1,0,6
2007-06-02,"01:11:00",0.5849,0.102,240.59,1.2,0,1,1,6
2007-06-02,"01:12:00",0.5766,0.232,240.23,1.8,0,2,1,6
2007-06-02,"01:13:00",0.37,0.23,240.34,1.6,0,1,0,6
2007-06-02,"01:14:00",0.5641,0.23,240.4,1.6,0,1,1,6
2007-06-02,"01:15:00",0.5567,0.23,240.31,1.6,0,1,1,6
2007-06-02,"01:16:00",0.322,0.28,239.47,3.2,0,1,5,6
2007-06-02,"01:17:00",0.322,0.322,239.04,4.2,0,2,11,6
2007-06-02,"01:18:00",0.37,0.322,239.09,4.2,0,1,11,6
2007-06-02,"01:19:00",0.406,0.324,239.47,4.4,0,1,12,6
2007-06-02,"01:20:00",0.52615,0.326,239.69,4.4,0,1,12,6
2007-06-02,"01:21:00",0.52705,0.292,239.51,3.6,0,1,9,6
2007-06-02,"01:22:00",0.5301,0.228,239.44,1.6,0,2,1,6
2007-06-02,"01:23:00",0.402,0.226,239.2,1.6,0,1,0,6
2007-06-02,"01:24:00",0.5363,0.142,239.12,1.2,0,1,1,6
2007-06-02,"01:25:00",0.4,0.098,239.57,1,0,1,1,6
2007-06-02,"01:26:00",0.398,0.098,239.71,1,0,1,0,6
2007-06-02,"01:27:00",0.5453,0.098,239.63,1,0,1,1,6
2007-06-02,"01:28:00",0.394,0.192,239.38,1.6,0,2,0,6
2007-06-02,"01:29:00",0.392,0.198,239.19,1.4,0,1,1,6
2007-06-02,"01:30:00",0.39,0.196,238.96,1.4,0,1,1,6
2007-06-02,"01:31:00",0.39,0.196,238.89,1.4,0,1,0,6
2007-06-02,"01:32:00",0.332,0.11,239.19,1.2,0,1,1,6
2007-06-02,"01:33:00",0.298,0.08,239.55,1,0,0,1,6
2007-06-02,"01:34:00",0.296,0.08,239.5,1,0,0,0,6
2007-06-02,"01:35:00",0.294,0.078,238.99,1,0,0,1,6
2007-06-02,"01:36:00",0.57285,0.076,238.45,1,0,0,1,6
2007-06-02,"01:37:00",0.57475,0.078,239.36,1,0,0,0,6
2007-06-02,"01:38:00",0.292,0.078,239.1,1,0,0,1,6
2007-06-02,"01:39:00",0.57855,0,239.6,0.8,0,0,1,6
2007-06-02,"01:40:00",0.58045,0,239.62,0.6,0,0,0,6
2007-06-02,"01:41:00",0.5824,0,240.01,0.6,0,0,1,6
2007-06-02,"01:42:00",0.292,0,239.56,1,0,0,1,6
2007-06-02,"01:43:00",0.29,0.108,239.62,1.2,0,0,0,6
2007-06-02,"01:44:00",0.224,0.108,239.55,1.2,0,0,1,6
2007-06-02,"01:45:00",0.216,0.11,239.84,1.2,0,0,1,6
2007-06-02,"01:46:00",0.57995,0.108,239.65,1.2,0,0,0,6
2007-06-02,"01:47:00",0.218,0.108,239.6,1.2,0,0,1,6
2007-06-02,"01:48:00",0.218,0.108,239.6,1.2,0,0,1,6
2007-06-02,"01:49:00",0.218,0.108,239.6,1.2,0,0,0,6
2007-06-02,"01:50:00",0.5729,0.11,239.87,1.2,0,0,1,6
2007-06-02,"01:51:00",0.57265,0.11,239.98,1.2,0,0,1,6
2007-06-02,"01:52:00",0.57285,0.11,239.94,1.2,0,0,0,6
2007-06-02,"01:53:00",0.5709,0.11,239.93,1.2,0,0,1,6
2007-06-02,"01:54:00",0.294,0.098,239.93,1,0,0,1,6
2007-06-02,"01:55:00",0.294,0,239.94,0.6,0,0,0,6
2007-06-02,"01:56:00",0.292,0,239.99,0.6,0,0,1,6
2007-06-02,"01:57:00",0.29,0,239.44,0.6,0,0,1,6
2007-06-02,"01:58:00",0.288,0,238.96,0.6,0,0,0,6
2007-06-02,"01:59:00",0.5617,0,238.75,0.6,0,0,1,6
2007-06-02,"02:00:00",0.286,0,238.94,0.6,0,0,0,6
2007-06-02,"02:01:00",0.55575,0,238.41,0.6,0,0,1,6
2007-06-02,"02:02:00",0.55115,0,238.51,0.6,0,0,1,6
2007-06-02,"02:03:00",0.5465,0,238.56,0.6,0,0,0,6
2007-06-02,"02:04:00",0.5436,0,238.75,0.6,0,0,1,6
2007-06-02,"02:05:00",0.54175,0,238.72,0.6,0,0,1,6
2007-06-02,"02:06:00",0.53985,0,238.68,0.6,0,0,0,6
2007-06-02,"02:07:00",0.322,0,239.58,0.6,0,0,1,6
2007-06-02,"02:08:00",0.32,0,240.53,0.6,0,0,1,6
2007-06-02,"02:09:00",0.53435,0.054,240.75,1.2,0,0,0,6
2007-06-02,"02:10:00",0.53255,0.082,240.53,1,0,0,1,6
2007-06-02,"02:11:00",0.53075,0.082,240.31,1,0,0,1,6
2007-06-02,"02:12:00",0.53035,0.082,240.65,1,0,0,0,6
2007-06-02,"02:13:00",0.53075,0.194,240.55,1.6,0,0,1,6
2007-06-02,"02:14:00",0.53125,0.212,240.39,1.6,0,0,1,6
2007-06-02,"02:15:00",0.314,0.212,240.12,1.6,0,0,0,6
2007-06-02,"02:16:00",0.53225,0.21,239.6,1.6,0,0,1,6
2007-06-02,"02:17:00",0.5327,0.21,239.57,1.6,0,0,1,6
2007-06-02,"02:18:00",0.312,0.21,239.82,1.6,0,0,0,6
2007-06-02,"02:19:00",0.53365,0.212,239.91,1.6,0,0,1,6
2007-06-02,"02:20:00",0.5341,0.156,240.11,1.4,0,0,1,6
2007-06-02,"02:21:00",0.31,0.11,240.09,1.2,0,0,0,6
2007-06-02,"02:22:00",0.308,0.11,240.06,1.2,0,0,1,6
2007-06-02,"02:23:00",0.53385,0.108,239.42,1.2,0,0,1,6
2007-06-02,"02:24:00",0.5337,0.108,239.19,1.2,0,0,0,6
2007-06-02,"02:25:00",0.218,0,239.46,1,0,0,1,6
2007-06-02,"02:26:00",0.218,0,239.38,0.6,0,0,1,6
2007-06-02,"02:27:00",0.5338,0,239.67,0.6,0,0,0,6
2007-06-02,"02:28:00",0.218,0,239.79,0.6,0,0,1,6
2007-06-02,"02:29:00",0.5338,0,239.91,0.6,0,0,1,6
2007-06-02,"02:30:00",0.5338,0,240.17,0.6,0,0,0,6
2007-06-02,"02:31:00",0.53235,0,240.67,0.6,0,0,1,6
2007-06-02,"02:32:00",0.218,0,240.56,0.6,0,0,0,6
2007-06-02,"02:33:00",0.5286,0,240.63,0.6,0,0,1,6
2007-06-02,"02:34:00",0.52675,0,240.61,0.6,0,0,1,6
2007-06-02,"02:35:00",0.5249,0,241.11,0.6,0,0,0,6
2007-06-02,"02:36:00",0.52305,0,241.03,0.6,0,0,1,6
2007-06-02,"02:37:00",0.216,0,240.8,0.6,0,0,1,6
2007-06-02,"02:38:00",0.5194,0,240.73,0.6,0,0,0,6
2007-06-02,"02:39:00",0.246,0,240.73,0.6,0,0,1,6
2007-06-02,"02:40:00",0.294,0,240.89,0.6,0,0,1,6
2007-06-02,"02:41:00",0.296,0,240.9,0.6,0,0,0,6
2007-06-02,"02:42:00",0.52075,0,240.84,0.6,0,0,1,6
2007-06-02,"02:43:00",0.5227,0,240.87,1,0,0,1,6
2007-06-02,"02:44:00",0.52295,0.112,241.06,1.2,0,0,0,6
2007-06-02,"02:45:00",0.292,0.112,240.91,1.2,0,0,1,6
2007-06-02,"02:46:00",0.5213,0.11,240.4,1.2,0,0,1,6
2007-06-02,"02:47:00",0.52045,0.11,240.58,1.2,0,0,0,6
2007-06-02,"02:48:00",0.51965,0.16,240.54,2.6,0,0,5,6
2007-06-02,"02:49:00",0.51885,0.214,240.24,3.8,0,0,11,6
2007-06-02,"02:50:00",0.51675,0.212,240.14,3.8,0,0,12,6
2007-06-02,"02:51:00",0.51425,0.29,239.77,4.4,0,0,11,6
2007-06-02,"02:52:00",0.5118,0.308,239.63,4.4,0,0,12,6
2007-06-02,"02:53:00",0.5094,0.308,239.82,4.4,0,0,12,6
2007-06-02,"02:54:00",0.50695,0.214,240.73,1.6,0,0,1,6
2007-06-02,"02:55:00",0.50455,0.194,241.02,1.6,0,0,1,6
2007-06-02,"02:56:00",0.33,0.084,241.24,1,0,0,1,6
2007-06-02,"02:57:00",0.5054,0.084,241.27,1,0,0,0,6
2007-06-02,"02:58:00",0.50575,0.082,241.13,1,0,0,1,6
2007-06-02,"02:59:00",0.5061,0.082,240.89,1,0,0,1,6
2007-06-02,"03:00:00",0.5064,0.082,240.61,1,0,0,0,6
2007-06-02,"03:01:00",0.322,0.082,240.55,1,0,0,1,6
2007-06-02,"03:02:00",0.32,0,240.42,0.8,0,0,1,6
2007-06-02,"03:03:00",0.32,0,240.29,0.6,0,0,0,6
2007-06-02,"03:04:00",0.5114,0,240.15,0.6,0,0,1,6
2007-06-02,"03:05:00",0.318,0,240.41,0.6,0,0,1,6
2007-06-02,"03:06:00",0.318,0,240.53,0.6,0,0,0,6
2007-06-02,"03:07:00",0.318,0,240.85,0.6,0,0,1,6
2007-06-02,"03:08:00",0.316,0,240.76,0.6,0,0,1,6
2007-06-02,"03:09:00",0.5238,0,240.34,0.6,0,0,0,6
2007-06-02,"03:10:00",0.52625,0,240.39,0.6,0,0,1,6
2007-06-02,"03:11:00",0.52865,0,240.86,0.6,0,0,1,6
2007-06-02,"03:12:00",0.5325,0,240.83,0.6,0,0,0,6
2007-06-02,"03:13:00",0.53705,0,240.93,0.6,0,0,1,6
2007-06-02,"03:14:00",0.378,0.1,240.95,1.2,0,0,1,6
2007-06-02,"03:15:00",0.54315,0.114,241.22,1.2,0,0,0,6
2007-06-02,"03:16:00",0.306,0.226,241.35,1.8,0,0,1,6
2007-06-02,"03:17:00",0.306,0.236,241.22,1.6,0,1,1,6
2007-06-02,"03:18:00",0.54985,0.236,240.91,1.6,0,2,0,6
2007-06-02,"03:19:00",0.55135,0.236,240.97,1.6,0,1,1,6
2007-06-02,"03:20:00",0.55165,0.236,241.1,1.6,0,2,1,6
2007-06-02,"03:21:00",0.5519,0.234,240.93,1.6,0,1,0,6
2007-06-02,"03:22:00",0.5521,0.234,240.79,1.6,0,1,1,6
2007-06-02,"03:23:00",0.304,0.234,240.67,1.6,0,2,1,6
2007-06-02,"03:24:00",0.55255,0.234,240.76,1.6,0,1,0,6
2007-06-02,"03:25:00",0.3,0.232,240.38,1.6,0,2,1,6
2007-06-02,"03:26:00",0.3,0.142,240.73,1.2,0,1,1,6
2007-06-02,"03:27:00",0.5533,0.1,240.73,1,0,1,0,6
2007-06-02,"03:28:00",0.346,0.1,240.89,1,0,2,1,6
2007-06-02,"03:29:00",0.5569,0.1,240.78,1,0,1,1,6
2007-06-02,"03:30:00",0.372,0.1,240.74,1,0,2,0,6
2007-06-02,"03:31:00",0.56415,0.1,240.62,1,0,1,1,6
2007-06-02,"03:32:00",0.368,0.1,240.75,1,0,1,1,6
2007-06-02,"03:33:00",0.368,0.174,240.69,1.6,0,1,0,6
2007-06-02,"03:34:00",0.5753,0.202,240.39,1.4,0,2,1,6
2007-06-02,"03:35:00",0.57895,0.202,240.41,1.4,0,1,0,6
2007-06-02,"03:36:00",0.57975,0.202,240.35,1.4,0,1,1,6
2007-06-02,"03:37:00",0.58055,0.2,240.33,1.4,0,1,1,6
2007-06-02,"03:38:00",0.284,0.2,240.35,1.4,0,2,0,6
2007-06-02,"03:39:00",0.22,0.204,240.91,1.4,0,1,1,6
2007-06-02,"03:40:00",0.22,0.2,240.34,1.4,0,1,1,6
2007-06-02,"03:41:00",0.5718,0.202,240.86,1.4,0,1,0,6
2007-06-02,"03:42:00",0.56935,0.202,240.53,1.4,0,2,1,6
2007-06-02,"03:43:00",0.5669,0.202,240.59,1.4,0,1,1,6
2007-06-02,"03:44:00",0.222,0.15,240.88,1.4,0,1,0,6
2007-06-02,"03:45:00",0.222,0.232,240.52,1.6,0,1,1,6
2007-06-02,"03:46:00",0.55965,0.234,240.85,1.6,0,1,1,6
2007-06-02,"03:47:00",0.268,0.234,240.95,1.6,0,2,0,6
2007-06-02,"03:48:00",0.334,0.234,241.18,1.6,0,1,1,6
2007-06-02,"03:49:00",0.33,0.234,241.01,1.6,0,1,1,6
2007-06-02,"03:50:00",0.55955,0.232,240.88,1.6,0,1,0,6
2007-06-02,"03:51:00",0.33,0.232,240.42,1.6,0,1,1,6
2007-06-02,"03:52:00",0.55885,0.23,240.22,1.6,0,2,1,6
2007-06-02,"03:53:00",0.324,0.232,240.7,1.6,0,1,0,6
2007-06-02,"03:54:00",0.322,0.232,240.47,1.6,0,1,1,6
2007-06-02,"03:55:00",0.5559,0.232,240.7,1.6,0,1,1,6
2007-06-02,"03:56:00",0.32,0.232,240.67,1.6,0,1,0,6
2007-06-02,"03:57:00",0.318,0.104,240.77,1,0,1,1,6
2007-06-02,"03:58:00",0.318,0.1,240.66,1,0,2,1,6
2007-06-02,"03:59:00",0.5571,0.056,240.78,1,0,0,0,6
2007-06-02,"04:00:00",0.55735,0,240.71,0.6,0,0,1,6
2007-06-02,"04:01:00",0.55755,0,240.54,0.6,0,0,1,6
2007-06-02,"04:02:00",0.316,0,240.46,0.6,0,0,0,6
2007-06-02,"04:03:00",0.5581,0,240.66,0.6,0,0,1,6
2007-06-02,"04:04:00",0.314,0,240.99,0.6,0,0,1,6
2007-06-02,"04:05:00",0.312,0,241.28,0.6,0,0,0,6
2007-06-02,"04:06:00",0.5571,0,241.51,0.6,0,0,1,6
2007-06-02,"04:07:00",0.22,0,241.31,0.6,0,0,1,6
2007-06-02,"04:08:00",0.218,0,241.74,0.6,0,0,0,6
2007-06-02,"04:09:00",0.218,0,241.8,0.6,0,0,1,6
2007-06-02,"04:10:00",0.54415,0,241.36,0.6,0,0,1,6
2007-06-02,"04:11:00",0.218,0,241.33,0.6,0,0,0,6
2007-06-02,"04:12:00",0.5366,0,241.36,0.6,0,0,1,6
2007-06-02,"04:13:00",0.53285,0,241.21,0.6,0,0,1,6
2007-06-02,"04:14:00",0.52925,0,241.03,0.6,0,0,0,6
2007-06-02,"04:15:00",0.218,0.122,240.98,1.6,0,0,1,6
2007-06-02,"04:16:00",0.22,0.214,240.93,1.6,0,0,1,6
2007-06-02,"04:17:00",0.5192,0.214,240.91,1.6,0,0,0,6
2007-06-02,"04:18:00",0.5195,0.214,240.71,1.6,0,0,1,6
2007-06-02,"04:19:00",0.296,0.214,240.48,1.6,0,0,1,6
2007-06-02,"04:20:00",0.296,0.214,240.76,1.6,0,0,0,6
2007-06-02,"04:21:00",0.5252,0.212,240.39,1.6,0,0,1,6
2007-06-02,"04:22:00",0.52705,0.212,240.34,1.6,0,0,1,6
2007-06-02,"04:23:00",0.294,0.212,240.27,1.6,0,0,0,6
2007-06-02,"04:24:00",0.294,0.212,240.18,1.6,0,0,1,6
2007-06-02,"04:25:00",0.5324,0.214,240.63,1.6,0,0,1,6
2007-06-02,"04:26:00",0.5347,0.17,240.55,1.4,0,0,0,6
2007-06-02,"04:27:00",0.53585,0.108,239.78,2.6,0,0,6,6
2007-06-02,"04:28:00",0.5332,0.078,239.78,3.2,0,0,11,6
2007-06-02,"04:29:00",0.53045,0.078,239.83,3.4,0,0,11,6
2007-06-02,"04:30:00",0.22,0.074,239.24,3.4,0,0,12,6
2007-06-02,"04:31:00",0.52495,0.078,239.76,3.4,0,0,12,6
2007-06-02,"04:32:00",0.52225,0,239.95,2.6,0,0,7,6
2007-06-02,"04:33:00",0.5197,0,240.45,0.6,0,0,0,6
2007-06-02,"04:34:00",0.51715,0,239.94,0.6,0,0,1,6
2007-06-02,"04:35:00",0.22,0,239.89,0.6,0,0,1,6
2007-06-02,"04:36:00",0.22,0,239.91,0.6,0,0,0,6
2007-06-02,"04:37:00",0.22,0,240.21,0.6,0,0,1,6
2007-06-02,"04:38:00",0.6,0,240.37,0.6,0,0,1,6
2007-06-02,"04:39:00",0.54405,0,240.35,0.6,0,0,0,6
2007-06-02,"04:40:00",1.384,0,240.66,0.6,0,0,1,6
2007-06-02,"04:41:00",1.368,0,240.88,0.6,0,0,1,6
2007-06-02,"04:42:00",1.36,0,240.81,0.6,0,0,0,6
2007-06-02,"04:43:00",1.35,0,240.72,0.6,0,0,1,6
2007-06-02,"04:44:00",0.675,0,241.93,0.6,0,0,1,6
2007-06-02,"04:45:00",0.7007,0,241.63,1,0,0,0,6
2007-06-02,"04:46:00",1.336,0.114,241.61,1.2,0,0,1,6
2007-06-02,"04:47:00",1.34,0.114,241.09,1.2,0,0,1,6
2007-06-02,"04:48:00",1.342,0.114,241.55,1.2,0,0,0,6
2007-06-02,"04:49:00",0.81245,0.116,241.9,1.2,0,0,1,6
2007-06-02,"04:50:00",0.8407,0.114,241.6,1.2,0,0,1,6
2007-06-02,"04:51:00",0.8688,0.114,241.52,1.2,0,0,0,6
2007-06-02,"04:52:00",0.8969,0.114,241.32,1.2,0,0,1,6
2007-06-02,"04:53:00",1.334,0.114,241.09,1.2,0,0,1,6
2007-06-02,"04:54:00",0.95275,0.112,240.94,1.2,0,0,0,6
2007-06-02,"04:55:00",0.9808,0.11,240.29,1.2,0,0,1,6
2007-06-02,"04:56:00",1.342,0.112,240.45,1.2,0,0,1,6
2007-06-02,"04:57:00",1.276,0.14,239.96,1.4,0,0,0,6
2007-06-02,"04:58:00",1.05835,0.08,240.15,1,0,0,1,6
2007-06-02,"04:59:00",1.25,0.082,240.08,1,0,0,1,6
2007-06-02,"05:00:00",1.246,0.082,240.31,1,0,0,0,6
2007-06-02,"05:01:00",1.12955,0.082,240.32,1,0,0,1,6
2007-06-02,"05:02:00",1.1533,0.082,240.6,1,0,0,1,6
2007-06-02,"05:03:00",1.242,0.082,240.67,1,0,0,0,6
2007-06-02,"05:04:00",1.20075,0.082,240.25,1,0,0,1,6
2007-06-02,"05:05:00",1.248,0.082,240.8,1,0,0,1,6
2007-06-02,"05:06:00",1.248,0.084,241.29,1,0,0,0,6
2007-06-02,"05:07:00",1.358,0.084,241.14,1,0,0,1,6
2007-06-02,"05:08:00",1.41,0,241.29,0.8,0,0,1,6
2007-06-02,"05:09:00",1.402,0,241.23,0.6,0,0,0,6
2007-06-02,"05:10:00",1.363,0,241.3,0.6,0,0,1,6
2007-06-02,"05:11:00",1.412,0,241.09,0.6,0,0,1,6
2007-06-02,"05:12:00",1.412,0,241.08,0.6,0,0,0,6
2007-06-02,"05:13:00",1.4522,0,240.73,0.6,0,0,1,6
2007-06-02,"05:14:00",1.48185,0,240,0.6,0,0,1,6
2007-06-02,"05:15:00",1.5114,0,240.1,0.6,0,0,0,6
2007-06-02,"05:16:00",1.5408,0.07,239.94,1.2,0,0,1,6
2007-06-02,"05:17:00",1.56995,0.11,240.12,1.2,0,0,1,6
2007-06-02,"05:18:00",1.5882,0.11,240.45,1.2,0,0,0,6
2007-06-02,"05:19:00",1.58605,0.11,240.52,1.2,0,0,1,6
2007-06-02,"05:20:00",1.5845,0.11,240.32,1.2,0,0,1,6
2007-06-02,"05:21:00",1.324,0.11,240.23,1.2,0,0,0,6
2007-06-02,"05:22:00",0.7,0.108,239.78,1.2,0,0,1,6
2007-06-02,"05:23:00",0.298,0.11,239.8,1.2,0,0,0,6
2007-06-02,"05:24:00",0.296,0.108,239.62,1.2,0,0,1,6
2007-06-02,"05:25:00",0.296,0.108,239.6,1.2,0,0,1,6
2007-06-02,"05:26:00",1.46215,0.11,239.69,1.2,0,0,0,6
2007-06-02,"05:27:00",0.296,0.108,239.54,1.2,0,0,1,6
2007-06-02,"05:28:00",1.4099,0,239.63,1,0,0,1,6
2007-06-02,"05:29:00",1.38365,0,239.73,0.6,0,0,0,6
2007-06-02,"05:30:00",0.294,0,239.76,0.6,0,0,1,6
2007-06-02,"05:31:00",1.3329,0,240.05,0.6,0,0,1,6
2007-06-02,"05:32:00",0.38,0,239.94,0.6,0,0,0,6
2007-06-02,"05:33:00",0.326,0,240.2,0.6,0,0,1,6
2007-06-02,"05:34:00",1.25835,0,240.49,0.6,0,0,1,6
2007-06-02,"05:35:00",0.324,0,240.4,0.6,0,0,0,6
2007-06-02,"05:36:00",1.2075,0,239.85,0.6,0,0,1,6
2007-06-02,"05:37:00",1.1837,0,239.98,0.6,0,0,1,6
2007-06-02,"05:38:00",1.16055,0,239.94,0.6,0,0,0,6
2007-06-02,"05:39:00",1.1373,0,240.93,0.6,0,0,1,6
2007-06-02,"05:40:00",1.1141,0.064,240.49,1.2,0,0,1,6
2007-06-02,"05:41:00",1.09105,0.082,240.62,1,0,0,0,6
2007-06-02,"05:42:00",1.06785,0.082,240.89,1,0,0,1,6
2007-06-02,"05:43:00",1.0447,0.188,240.63,1.6,0,1,1,6
2007-06-02,"05:44:00",1.0215,0.204,240.85,1.6,0,1,0,6
2007-06-02,"05:45:00",0.316,0.202,240.67,1.6,0,1,1,6
2007-06-02,"05:46:00",0.316,0.236,240.65,1.8,0,2,1,6
2007-06-02,"05:47:00",0.94885,0.336,240.61,2.2,0,1,0,6
2007-06-02,"05:48:00",0.9215,0.338,240.84,2.2,0,2,1,6
2007-06-02,"05:49:00",0.89385,0.336,240.61,2.2,0,1,1,6
2007-06-02,"05:50:00",0.222,0.338,240.91,2.2,0,2,0,6
2007-06-02,"05:51:00",0.83435,0.238,241.08,1.8,0,1,1,6
2007-06-02,"05:52:00",0.8046,0.238,241.7,1.6,0,1,1,6
2007-06-02,"05:53:00",0.775,0.236,241.36,1.6,0,2,0,6
2007-06-02,"05:54:00",0.22,0.236,241.7,1.6,0,1,1,6
2007-06-02,"05:55:00",0.22,0.236,241.75,1.6,0,2,1,6
2007-06-02,"05:56:00",0.22,0.236,241.62,1.6,0,1,0,6
2007-06-02,"05:57:00",0.254,0.236,241.78,1.6,0,1,1,6
2007-06-02,"05:58:00",0.6323,0.226,241.97,1.6,0,2,1,6
2007-06-02,"05:59:00",0.306,0.102,241.75,1,0,1,0,6
2007-06-02,"06:00:00",0.58145,0.102,241.4,1,0,1,1,6
2007-06-02,"06:01:00",0.302,0.102,241.52,1,0,2,1,6
2007-06-02,"06:02:00",0.302,0.1,241.26,1,0,1,0,6
2007-06-02,"06:03:00",0.546,0.204,240.51,3.6,0,1,10,6
2007-06-02,"06:04:00",0.54605,0.202,240.39,3.6,0,1,11,6
2007-06-02,"06:05:00",0.298,0.202,240.42,3.8,0,2,12,6
2007-06-02,"06:06:00",0.54615,0.202,240.51,3.8,0,1,12,6
2007-06-02,"06:07:00",0.54615,0.202,240.47,3.8,0,1,12,6
2007-06-02,"06:08:00",0.54445,0.118,241.13,1.8,0,1,3,6
